date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-05-16,"Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York",https://www.ncbi.nlm.nih.gov/pubmed/32422233/,Metabolism,OR=1.95,0.98,3.88,0.06,Not Significant,OR=1.76,0.91,3.4,0.09,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020)",Y,N,"['cases', 'clusters', 'transmission', 'community', 'covid']",1.95,1.76,0,0,"Date: 2020-05-16. Study: Severe obesity is associated with higher in-hospital mortality in a cohort of patients with COVID-19 in the Bronx, New York. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32422233/. Journal: Metabolism. Severe: OR=1.95. Severe Lower Bound: 0.98. Severe Upper Bound: 3.88. Severe p-value: 0.06. Severe Significant: Not Significant. Fatalyty : OR=1.76. Fatality lower bound : 0.91. Fatality upper bound: 3.4. Fatality p-value: 0.09. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 200. Study Population: Montefiore Medical Center in the Bronx, New York admission from March 9, 2020 to March 22, 2020 (followed up through April 12, 2020). Critical Only: Y. Discharged vs Death: N.Severe_number: 1.95. Fatality_number: 1.76. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'clusters', 'transmission', 'community', 'covid']. "
2020-05-15,Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19,https://doi.org/10.1007/s11427-020-1732-2,Sci China Life Sci,,,,,,AHR=0.57,0.35,0.92,<0.05,Significant,Adjusted,Extracted,Hydroxychloroquine treated; Age; Gender; Hypertension; CHD; COPD; Diabetes; Body temperature; SpO2; Oxygen Therapy; Mechanical ventilation,Retrospective observational study,550,"Tongji Hospital from Feb 1, 2020 to Apr 4, 2020",N,N,"['google', 'scholar', 'article', 'author', 'hydroxychloroquine']",,0.57,0,0,"Date: 2020-05-15. Study: Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19. Study Link: https://doi.org/10.1007/s11427-020-1732-2. Journal: Sci China Life Sci. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=0.57. Fatality lower bound : 0.35. Fatality upper bound: 0.92. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Hydroxychloroquine treated; Age; Gender; Hypertension; CHD; COPD; Diabetes; Body temperature; SpO2; Oxygen Therapy; Mechanical ventilation. Study Type: Retrospective observational study. Sample Size: 550. Study Population: Tongji Hospital from Feb 1, 2020 to Apr 4, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.57. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['google', 'scholar', 'article', 'author', 'hydroxychloroquine']. "
2020-05-15,Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19,https://doi.org/10.1007/s11427-020-1732-2,Sci China Life Sci,,,,,,HR=0.64,0.45,0.93,<0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,550,"Tongji Hospital from Feb 1, 2020 to Apr 4, 2020",N,N,"['google', 'scholar', 'article', 'author', 'hydroxychloroquine']",,0.64,0,0,"Date: 2020-05-15. Study: Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19. Study Link: https://doi.org/10.1007/s11427-020-1732-2. Journal: Sci China Life Sci. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : HR=0.64. Fatality lower bound : 0.45. Fatality upper bound: 0.93. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 550. Study Population: Tongji Hospital from Feb 1, 2020 to Apr 4, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 0.64. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['google', 'scholar', 'article', 'author', 'hydroxychloroquine']. "
2020-05-15,Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France,https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5,Therapies,OR 0.54,0.18,1.58,0.26,Not Significant,,,,,,,,,Case series,96,"Toulouse University Hospital in France between March 10, 2020 and April 21, 2020",Y,N,[],0.54,,0,0,"Date: 2020-05-15. Study: Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France. Study Link: https://www.sciencedirect.com/science/article/pii/S0040595720300949?v=s5. Journal: Therapies. Severe: OR 0.54. Severe Lower Bound: 0.18. Severe Upper Bound: 1.58. Severe p-value: 0.26. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Case series. Sample Size: 96. Study Population: Toulouse University Hospital in France between March 10, 2020 and April 21, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 0.54. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-14,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",https://doi.org/10.2337/dc20-0576,Diabetes care,OR 4.28,1.78,10.28,0,,,,,,,,,,Retrospective observational study,383,"Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020)",N,N,[],4.28,,0,0,"Date: 2020-05-14. Study: Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.. Study Link: https://doi.org/10.2337/dc20-0576. Journal: Diabetes care. Severe: OR 4.28. Severe Lower Bound: 1.78. Severe Upper Bound: 10.28. Severe p-value: 0. Severe Significant: nan. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 383. Study Population: Third People’s Hospital of Shenzhen, from 11 January 2020 to 16 February 2020 (followed until 26 March 2020). Critical Only: N. Discharged vs Death: N.Severe_number: 4.28. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-14,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study",https://doi.org/10.2337/dc20-0598,Diabetes care,,,,,,OR 1.13,4.17,0.02,,Significant,Not Adjusted,Calculated,,Retrospective observational study,153,Renmin Hospital of Wuhan University and Zhongnan Hospital of Wuhan University from 1 January 2020 to 8 March 2020,N,Y,[],,1.13,0,1,"Date: 2020-05-14. Study: Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study. Study Link: https://doi.org/10.2337/dc20-0598. Journal: Diabetes care. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.13. Fatality lower bound : 4.17. Fatality upper bound: 0.02. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 153. Study Population: Renmin Hospital of Wuhan University and Zhongnan Hospital of Wuhan University from 1 January 2020 to 8 March 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.13. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: []. "
2020-05-14,Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.,https://doi.org/10.2337/dc20-0660,Diabetes care,OR=2.21,1.5,3.26,,Significant,OR=2.51,1.53,4.13,,Significant,Not Adjusted,Extracted,,Retrospective observational study,904,Central Hospital of Wuhan from 1 January 2020 to 17 March 2020,N,Y,[],2.21,2.51,0,0,Date: 2020-05-14. Study: Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.. Study Link: https://doi.org/10.2337/dc20-0660. Journal: Diabetes care. Severe: OR=2.21. Severe Lower Bound: 1.5. Severe Upper Bound: 3.26. Severe p-value: nan. Severe Significant: Significant. Fatalyty : OR=2.51. Fatality lower bound : 1.53. Fatality upper bound: 4.13. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 904. Study Population: Central Hospital of Wuhan from 1 January 2020 to 17 March 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: 2.21. Fatality_number: 2.51. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. 
2020-05-14,Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico,http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1,MedRxiv,,,,,,OR 2.70,3.58,0.0,,Significant,Not Adjusted,Calculated,,Retrospective observational study,9946,"Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020",N,N,"['preprint', 'risk', 'obesity', 'hypertension', 'diabetes']",,2.7,0,1,"Date: 2020-05-14. Study: Early estimation of the risk factors for hospitalisation and mortality by COVID-19 in Mexico. Study Link: http://medrxiv.org/cgi/content/short/2020.05.11.20098145v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 2.70. Fatality lower bound : 3.58. Fatality upper bound: 0.0. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 9946. Study Population: Epidemiological Surveillance System for Viral Respiratory Diseases of the Mexican Ministry of Health (Secretaría de Salud, SS) on April 23rd, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 2.7. Severe_outside_bounds: 0. Fatality_outside_bounds: 1. Key word: ['preprint', 'risk', 'obesity', 'hypertension', 'diabetes']. "
2020-05-14,The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis,http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1,MedRxiv,,,,,,RR 1.37,0.85,2.2,,Not Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,12 studies,"PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2023",N,N,"['mortality', 'preprint', 'risk', 'disease', 'studies']",,1.37,0,0,"Date: 2020-05-14. Study: The association of cardiovascular disease and other pre-existing comorbidities with COVID-19 mortality: A systematic review and meta-analysis. Study Link: http://medrxiv.org/cgi/content/short/2020.05.10.20097253v1?rss=1. Journal: MedRxiv. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : RR 1.37. Fatality lower bound : 0.85. Fatality upper bound: 2.2. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Systematic review and meta-analysis. Sample Size: 12 studies. Study Population: PubMed (MEDLINE), OVID (MEDLINE, HEALTHSTAR), SCOPUS, and medrxiv.org from October 1, 2019 to May 1, 2023. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.37. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['mortality', 'preprint', 'risk', 'disease', 'studies']. "
2020-05-14,Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy,https://www.ncbi.nlm.nih.gov/pubmed/32383763/,Eur Heart J,,,,,,OR 3.47,1.02,11.82,0.05,Significant,Not Adjusted,Calculated,,Retrospective observational study,99,"Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020",N,N,"['patients', 'cardiac', 'disease', 'higher', 'without']",,3.47,0,0,"Date: 2020-05-14. Study: Characteristics and outcomes of patients hospitalized for COVID-19 and cardiac disease in Northern Italy. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32383763/. Journal: Eur Heart J. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 3.47. Fatality lower bound : 1.02. Fatality upper bound: 11.82. Fatality p-value: 0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 99. Study Population: Civil Hospitals of Brescia, Lombardy, Italy, between 4 March and 25 March 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 3.47. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'cardiac', 'disease', 'higher', 'without']. "
2020-05-13,"Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China",https://www.ncbi.nlm.nih.gov/pubmed/32351037/,Transbound Emerg Dis,OR=1.1,0.3,3.6,0.88,Not Significant,,,,,,,,,Retrospective observational study,333,"Center for Disease Control and Prevention in Shanghai as of February 19, 2020",N,N,"['cases', 'confirmed', 'shanghai', 'onset', 'disease']",1.1,,0,0,"Date: 2020-05-13. Study: Epidemiological and clinical characteristics of 333 confirmed cases with coronavirus disease 2019 in Shanghai, China. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32351037/. Journal: Transbound Emerg Dis. Severe: OR=1.1. Severe Lower Bound: 0.3. Severe Upper Bound: 3.6. Severe p-value: 0.88. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 333. Study Population: Center for Disease Control and Prevention in Shanghai as of February 19, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 1.1. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['cases', 'confirmed', 'shanghai', 'onset', 'disease']. "
2020-05-12,Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.,https://doi.org/10.1001/jamainternmed.2020.2033,JAMA internal medicine,OR 4.26,2.71,6.69,0,Significant,,,,,,,,,Retrospective observational study,1590,"China National Health Commission between November 21, 2019 and January 31, 2020",Y,N,[],4.26,,0,0,"Date: 2020-05-12. Study: Development and Validation of a Clinical Risk Score to Predict the Occurrence of Critical Illness in Hospitalized Patients With COVID-19.. Study Link: https://doi.org/10.1001/jamainternmed.2020.2033. Journal: JAMA internal medicine. Severe: OR 4.26. Severe Lower Bound: 2.71. Severe Upper Bound: 6.69. Severe p-value: 0. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 1590. Study Population: China National Health Commission between November 21, 2019 and January 31, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 4.26. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-05-01,A report from the Brescia Renal COVID Task Force on the clinical characteristics and short-term outcome of hemodialysis Q1 patients with SARS-CoV-2 infection,http://doi.org/10.1016/j.kint.2020.04.030,Kidney International,OR 1.7,0.75,3.9,0.21,Not Significant,OR 1.7,0.69,4.2,0.25,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,94,"Brescia Renal COVID Task Force from March 1, 2020 to April 3, 2020",Y,N,['redirecting'],1.7,1.7,0,0,"Date: 2020-05-01. Study: A report from the Brescia Renal COVID Task Force on the clinical characteristics and short-term outcome of hemodialysis Q1 patients with SARS-CoV-2 infection. Study Link: http://doi.org/10.1016/j.kint.2020.04.030. Journal: Kidney International. Severe: OR 1.7. Severe Lower Bound: 0.75. Severe Upper Bound: 3.9. Severe p-value: 0.21. Severe Significant: Not Significant. Fatalyty : OR 1.7. Fatality lower bound : 0.69. Fatality upper bound: 4.2. Fatality p-value: 0.25. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 94. Study Population: Brescia Renal COVID Task Force from March 1, 2020 to April 3, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.7. Fatality_number: 1.7. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-05-12,"Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study",https://www.ncbi.nlm.nih.gov/pubmed/32383809/,J Am Geriatr Soc,,,,,,OR 1.18,0.64,2.2,0.59,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,244,"Sino-French New City Branch of Tongji Hospital from Jan 29, 2020 to Mar 5, 2020",N,Y,"['older', 'patients', 'risk', 'p', 'factors']",,1.18,0,0,"Date: 2020-05-12. Study: Risk Factors for Mortality in 244 Older Adults With COVID‐19 in Wuhan, China: A Retrospective Study. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32383809/. Journal: J Am Geriatr Soc. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.18. Fatality lower bound : 0.64. Fatality upper bound: 2.2. Fatality p-value: 0.59. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Calculated. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 244. Study Population: Sino-French New City Branch of Tongji Hospital from Jan 29, 2020 to Mar 5, 2020. Critical Only: N. Discharged vs Death: Y.Severe_number: nan. Fatality_number: 1.18. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['older', 'patients', 'risk', 'p', 'factors']. "
2020-05-11,Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea,http://medrxiv.org/cgi/content/short/2020.05.08.20095174v1?rss=1,MedRxiv,OR 3.92,3.04,5.06,0,Significant,,,,,,,,,Retrospective observational study,5172,"The insurance claims database of the HIRA of South Korea through April 8, 2020",Y,N,"['disease', 'preprint', 'license', 'medrxiv', 'orr']",3.92,,0,0,"Date: 2020-05-11. Study: Effect of underlying comorbidities on the infection and severity of COVID-19 in South Korea. Study Link: http://medrxiv.org/cgi/content/short/2020.05.08.20095174v1?rss=1. Journal: MedRxiv. Severe: OR 3.92. Severe Lower Bound: 3.04. Severe Upper Bound: 5.06. Severe p-value: 0. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 5172. Study Population: The insurance claims database of the HIRA of South Korea through April 8, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.92. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['disease', 'preprint', 'license', 'medrxiv', 'orr']. "
2020-05-11,Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19,https://doi.org/10.1186/s12933-020-01035-2,Cardiovasc Diabetol,OR 2.64,1.27,5.68,0.01,Significant,,,,,,,,,Retrospective observational study,151,"Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020",N,N,"['patients', 'tyg', 'index', 'severe', 'disease']",2.64,,0,0,"Date: 2020-05-11. Study: Association of the insulin resistance marker TyG index with the severity and mortality of COVID-19. Study Link: https://doi.org/10.1186/s12933-020-01035-2. Journal: Cardiovasc Diabetol. Severe: OR 2.64. Severe Lower Bound: 1.27. Severe Upper Bound: 5.68. Severe p-value: 0.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 151. Study Population: Tongji Hospital of Huazhong University of Science and Technology in Wuhan, China from Jan 12 2020, to Feb 13 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 2.64. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['patients', 'tyg', 'index', 'severe', 'disease']. "
2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,AHR=1.04,0.44,2.45,0.93,Not Significant,Adjusted,Extracted,Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",N,N,"['covid', 'patients', 'clinical', 'md', 'facc']",,1.04,0,0,"Date: 2020-05-11. Study: Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32391877/. Journal: Eur Heart J. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.04. Fatality lower bound : 0.44. Fatality upper bound: 2.45. Fatality p-value: 0.93. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Lab values. Study Type: Retrospective observational study. Sample Size: 671. Study Population: Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.04. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['covid', 'patients', 'clinical', 'md', 'facc']. "
2020-05-11,Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019,https://www.ncbi.nlm.nih.gov/pubmed/32391877/,Eur Heart J,,,,,,AHR=1.16,0.47,2.85,0.75,Not Significant,Adjusted,Extracted,Senior age; Lab values,Retrospective observational study,671,"Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020",N,N,"['covid', 'patients', 'clinical', 'md', 'facc']",,1.16,0,0,"Date: 2020-05-11. Study: Characteristics and clinical significance of myocardial injury in patients with severe coronavirus disease 2019. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32391877/. Journal: Eur Heart J. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : AHR=1.16. Fatality lower bound : 0.47. Fatality upper bound: 2.85. Fatality p-value: 0.75. Fatality Significant: Not Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Senior age; Lab values. Study Type: Retrospective observational study. Sample Size: 671. Study Population: Renmin Hospital of Wuhan University, located in Wuhan, Hubei Province, from February 18, 2020 through February 23, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.16. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['covid', 'patients', 'clinical', 'md', 'facc']. "
2020-05-10,COVID-19 in solid organ transplant recipients: Initial report from the US epicenter,https://www.ncbi.nlm.nih.gov/pubmed/32330343/,Am J Transplant,OR 1.44,0.58,3.55,0.43,Not Significant,,,,,,,,,Retrospective observational study,90,"Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020",Y,N,"['recipients', 'transplant', 'patients', 'solid', 'organ']",1.44,,0,0,"Date: 2020-05-10. Study: COVID-19 in solid organ transplant recipients: Initial report from the US epicenter. Study Link: https://www.ncbi.nlm.nih.gov/pubmed/32330343/. Journal: Am J Transplant. Severe: OR 1.44. Severe Lower Bound: 0.58. Severe Upper Bound: 3.55. Severe p-value: 0.43. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 90. Study Population: Columbia University Irving Medical Center (CUIMC) and Weill Cornell Medicine (WCM) between March 13, 2020 and April 3, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.44. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['recipients', 'transplant', 'patients', 'solid', 'organ']. "
2020-05-10,Age-adjusted associations between comorbidity and outcomes of COVID-19: a review of the evidence,http://medrxiv.org/cgi/content/short/2020.05.06.20093351v1?rss=1,MedRxiv,AHR=1.59,1.03,2.45,,Significant,AHR=2.84,1.01,8.01,,Significant,Adjusted,Extracted,Severity: Age; Smoking: Fatality: Age; Other comorbidities; Clinical biomarkers,Expert review,"severity: 1590, fatality: 416","Pennington et al., Web of Science, Google Scholar, WHO, MEDLINE, CDC of the USA, Europe, and China",Y,N,"['covid', 'studies', 'preprint', 'patients', 'risk']",1.59,2.84,0,0,"Date: 2020-05-10. Study: Age-adjusted associations between comorbidity and outcomes of COVID-19: a review of the evidence. Study Link: http://medrxiv.org/cgi/content/short/2020.05.06.20093351v1?rss=1. Journal: MedRxiv. Severe: AHR=1.59. Severe Lower Bound: 1.03. Severe Upper Bound: 2.45. Severe p-value: nan. Severe Significant: Significant. Fatalyty : AHR=2.84. Fatality lower bound : 1.01. Fatality upper bound: 8.01. Fatality p-value: nan. Fatality Significant: Significant. Fatality Adjusted: Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: Severity: Age; Smoking: Fatality: Age; Other comorbidities; Clinical biomarkers. Study Type: Expert review. Sample Size: severity: 1590, fatality: 416. Study Population: Pennington et al., Web of Science, Google Scholar, WHO, MEDLINE, CDC of the USA, Europe, and China. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.59. Fatality_number: 2.84. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['covid', 'studies', 'preprint', 'patients', 'risk']. "
