date,study,study_link,journal,severe,severe_lower_bound,severe_upper_bound,severe_p-value,severe_significant,fatality,fatality_lower_bound,fatality_upper_bound,fatality_p-value,fatality_significant,fatality_adjusted,fatality_calculated,multivariate_adjustment,study_type,sample_size,study_population,critical_only,discharged_vs._death?,key_word,Severe_number,Fatality_number,severe_outside_bounds,fatality_outside_bounds,context
2020-04-17,The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171478/,Deutsches Arzeblatt International,OR 2.82,0.84,9.51,0.09,Not Significant,,,,,,,,,Retrospective observational study,50,Aachen University Hospital during the period between February and March 2020,Y,N,[],2.82,,0,0,Date: 2020-04-17. Study: The Characteristics of 50 Hospitalized COVID-19 Patients With and Without ARDS. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171478/. Journal: Deutsches Arzeblatt International. Severe: OR 2.82. Severe Lower Bound: 0.84. Severe Upper Bound: 9.51. Severe p-value: 0.09. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 50. Study Population: Aachen University Hospital during the period between February and March 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 2.82. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. 
2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,https://doi.org/10.1101/2020.04.13.20063545,medRxiv,HR 1.4,0.9,2.0,,Not Significant,HR 1.3,0.6,2.9,,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,2653,"All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.",N,N,"['emilia', 'reggio', 'ci', 'author', 'hr']",1.4,1.3,0,0,"Date: 2020-04-16. Study: Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio. Study Link: https://doi.org/10.1101/2020.04.13.20063545. Journal: medRxiv. Severe: HR 1.4. Severe Lower Bound: 0.9. Severe Upper Bound: 2.0. Severe p-value: nan. Severe Significant: Not Significant. Fatalyty : HR 1.3. Fatality lower bound : 0.6. Fatality upper bound: 2.9. Fatality p-value: nan. Fatality Significant: Not Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 2653. Study Population: All symptomatic patients who tested positive in Reggio from February 27 to April 2, 2020.. Critical Only: N. Discharged vs Death: N.Severe_number: 1.4. Fatality_number: 1.3. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['emilia', 'reggio', 'ci', 'author', 'hr']. "
2020-04-16,Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio,http://doi.org/10.1101/2020.04.13.20063545,,,,,,,HR 1.3,0.6,2.9,,Significant,Adjusted,Extracted,Age and gender,Retrospective observational study,2362,"All patients in Reggio Emilia, Italiy from Feb 27 to April 2, 2027",N,N,"['emilia', 'reggio', 'ci', 'author', 'hr']",,1.3,0,0,
2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with",http://doi.org/10.1101/2020.04.08.20057794,medRxiv,OR 1.38,1.03,1.85,0.03,Significant,,,,,,,,,Cross-sectional study,4103,"Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020",Y,N,"['author', 'medicine', 'new', 'york', 'find']",1.38,,0,0,"Date: 2020-04-11. Study: Factors associated with hospitalization and critical illness among 4,103 patients with. Study Link: http://doi.org/10.1101/2020.04.08.20057794. Journal: medRxiv. Severe: OR 1.38. Severe Lower Bound: 1.03. Severe Upper Bound: 1.85. Severe p-value: 0.03. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Cross-sectional study. Sample Size: 4103. Study Population: Single-center study in  New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.38. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'medicine', 'new', 'york', 'find']. "
2020-04-10,Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19,https://doi.org/10.1016/j.jinf.2020.04.002,Journal of Infection,,,,,,OR 1.15,1.01,1.3,<0.05,Significant,Not Adjusted,Extracted,,Retrospective observational study,245,"Zhongnan Hospital of Wuhan University from January 1 to February 29, 2020",N,N,['redirecting'],,1.15,0,0,"Date: 2020-04-10. Study: Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19. Study Link: https://doi.org/10.1016/j.jinf.2020.04.002. Journal: Journal of Infection. Severe: nan. Severe Lower Bound: nan. Severe Upper Bound: nan. Severe p-value: nan. Severe Significant: nan. Fatalyty : OR 1.15. Fatality lower bound : 1.01. Fatality upper bound: 1.3. Fatality p-value: <0.05. Fatality Significant: Significant. Fatality Adjusted: Not Adjusted. Fatality Calculated: Extracted. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 245. Study Population: Zhongnan Hospital of Wuhan University from January 1 to February 29, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: nan. Fatality_number: 1.15. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-04-09,Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/,Clinical Infectious Diseases,OR 1.1,0.8,1.7,0.57,Not Significant,,,,,,,,Age,Retrospective observational study,3615,"Age > 60 years, March 3-April 4, 2020",Y,N,[],1.1,,0,0,"Date: 2020-04-09. Study: Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/. Journal: Clinical Infectious Diseases. Severe: OR 1.1. Severe Lower Bound: 0.8. Severe Upper Bound: 1.7. Severe p-value: 0.57. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age. Study Type: Retrospective observational study. Sample Size: 3615. Study Population: Age > 60 years, March 3-April 4, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.1. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/,Clinical Infectious Diseases,OR 1.8,1.2,2.7,<0.01,Significant,,,,,,,,Age,Retrospective observational study,3615,"Age < 60 years, March 3-April 4, 2020",Y,N,[],1.8,,0,0,"Date: 2020-04-09. Study: Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission. Study Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184372/. Journal: Clinical Infectious Diseases. Severe: OR 1.8. Severe Lower Bound: 1.2. Severe Upper Bound: 2.7. Severe p-value: <0.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age. Study Type: Retrospective observational study. Sample Size: 3615. Study Population: Age < 60 years, March 3-April 4, 2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.8. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=1.69,0.52,5.48,0.22,Not Significant,,,,,,,,Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],1.69,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: AOR=1.69. Severe Lower Bound: 0.52. Severe Upper Bound: 5.48. Severe p-value: 0.22. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.69. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=3.45,0.83,14.31,0.48,Not Significant,,,,,,,,Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],3.45,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: AOR=3.45. Severe Lower Bound: 0.83. Severe Upper Bound: 14.31. Severe p-value: 0.48. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.45. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),AOR=7.36,1.63,33.14,<0.05,Significant,,,,,,,,Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],7.36,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: AOR=7.36. Severe Lower Bound: 1.63. Severe Upper Bound: 33.14. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: Age; Male; Diabetes; Hypertension; Dyslipidemia; BMI. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 7.36. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=1.72,0.56,5.23,0.22,Not Significant,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],1.72,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: OR=1.72. Severe Lower Bound: 0.56. Severe Upper Bound: 5.23. Severe p-value: 0.22. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 1.72. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=3.38,0.9,12.72,0.45,Not Significant,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],3.38,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: OR=3.38. Severe Lower Bound: 0.9. Severe Upper Bound: 12.72. Severe p-value: 0.45. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 3.38. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=6.75,1.76,25.85,<0.05,Significant,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",Y,N,[],6.75,,0,0,"Date: 2020-04-09. Study: High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation. Study Link: https://doi.org/10.1002/oby.22831. Journal: Obesity (Silver Spring). Severe: OR=6.75. Severe Lower Bound: 1.76. Severe Upper Bound: 25.85. Severe p-value: <0.05. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 124. Study Population: Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020. Critical Only: Y. Discharged vs Death: N.Severe_number: 6.75. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: []. "
2020-03-30,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China",https://doi.org/10.1016/j.ijcard.2020.03.087,International Journal of Cardiology,OR 1.77,0.79,3.96,0.17,Not Significant,,,,,,,,,Retrospective observational study,112,"Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020",N,N,['redirecting'],1.77,,0,0,"Date: 2020-03-30. Study: Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China. Study Link: https://doi.org/10.1016/j.ijcard.2020.03.087. Journal: International Journal of Cardiology. Severe: OR 1.77. Severe Lower Bound: 0.79. Severe Upper Bound: 3.96. Severe p-value: 0.17. Severe Significant: Not Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 112. Study Population: Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 1.77. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['redirecting']. "
2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,OR 3.6,1.15,11.26,0.01,Significant,,,,,,,,,Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2020",N,N,"['author', 'find', 'wuhan', 'university', 'search']",3.6,,0,0,"Date: 2020-03-30. Study: Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China. Study Link: https://doi.org/10.1101/2020.03.25.20037721. Journal: medRxiv. Severe: OR 3.6. Severe Lower Bound: 1.15. Severe Upper Bound: 11.26. Severe p-value: 0.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 323. Study Population: Tianyou Hospital from January 8 to February 20, 2020. Critical Only: N. Discharged vs Death: N.Severe_number: 3.6. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'find', 'wuhan', 'university', 'search']. "
2020-03-03,Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study,https://doi.org/10.1101/2020.03.01.20029397,medRxiv,OR 4.89,2.19,10.87,<.01,Significant,,,,,,,,,Retrospective observational study,267,"Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2026",N,N,"['author', 'chongqing', 'find', 'china', 'patients']",4.89,,0,0,"Date: 2020-03-03. Study: Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study. Study Link: https://doi.org/10.1101/2020.03.01.20029397. Journal: medRxiv. Severe: OR 4.89. Severe Lower Bound: 2.19. Severe Upper Bound: 10.87. Severe p-value: <.01. Severe Significant: Significant. Fatalyty : nan. Fatality lower bound : nan. Fatality upper bound: nan. Fatality p-value: nan. Fatality Significant: nan. Fatality Adjusted: nan. Fatality Calculated: nan. Multivariate Adjustment: nan. Study Type: Retrospective observational study. Sample Size: 267. Study Population: Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2026. Critical Only: N. Discharged vs Death: N.Severe_number: 4.89. Fatality_number: nan. Severe_outside_bounds: 0. Fatality_outside_bounds: 0. Key word: ['author', 'chongqing', 'find', 'china', 'patients']. "
